"","V1","V2","V3"
"1",0.587480166863595,0.790374186119075,0.173711540948011
"2",-0.528955961314309,-0.7914854208822,-0.306196700702312
"3",-0.124700745092007,-0.0306420987605343,0.99172112307697
"4",-0.45842485921531,0.137537669381780,0.878026217122502
"5",0.675196528840432,0.0516726931805979,0.735825781161068
"6",-0.0372207016759923,-0.629274106296456,-0.776291645267127
"7",-0.328678921197216,-0.64792911505631,-0.68713756164467
"8",0.221800874757603,-0.474129190731088,-0.852059788074432
"9",0.3401048574783,0.185269558024119,-0.921956548211039
"10",0.237113682072343,-0.96731618256276,0.089869375909177
"11",-0.226422819330428,-0.420860835762194,-0.878412695609534
"12",0.610728351738022,0.726381289247331,0.315247685185388
"13",0.116743440661331,-0.75804477656599,-0.641668984589074
"14",-0.0429673269898289,-0.450848134436677,0.891565908100078
"15",-0.594132554376269,0.28045442792797,-0.753891120577716
"16",0.309939813131279,-0.126924475014561,0.942245981619676
"17",-0.396243053318233,0.899737259961557,-0.182932516885088
"18",0.636309282592486,-0.672123582460889,-0.378629616890407
"19",0.785366510624884,-0.0608103314494086,-0.616036969327253
"20",-0.465015178940185,-0.435006431974449,-0.77105790151978
"21",-0.0779874632429501,-0.269134541932572,-0.959939869947943
"22",0.644392345914495,-0.710334029617585,-0.283167919959266
"23",0.0872578289636456,0.739484893409368,0.66749394282187
"24",0.600889008606184,0.0140694952869005,-0.799208638991502
"25",-0.258378744972799,0.799111977260113,-0.542826373664466
"26",-0.710526390856556,-0.265566888969067,-0.651633697240749
"27",-0.983947403449958,-0.126285962231597,0.126092676184322
"28",-0.119809099097441,-0.862319188447218,-0.491987191915797
"29",-0.07229844224395,-0.271958876953554,-0.959589133168597
"30",-0.233847761557303,-0.848704683564261,0.474358076257511
"31",-0.677990130776395,0.485830638279774,0.551632099753518
"32",-0.487231578620624,0.277012044654815,-0.82817251579065
"33",-0.0164325946769881,-0.848517547362716,-0.528912035833694
"34",0.130629533244613,0.120904143592702,0.984031561031662
"35",0.0196571871439389,-0.261876352689241,0.964901223388057
"36",-0.408363954909628,0.910346830418405,-0.0671381313243935
"37",-0.203480295518173,0.719443115356418,0.664076330779895
"38",-0.293327378236302,0.326071406910458,-0.898685977843458
"39",-0.239742189328605,0.510945598258486,0.825504862660545
"40",0.676550170327769,-0.394335242363215,0.621916058371073
"41",-0.840892150934434,0.502476357914205,-0.201042035987843
"42",0.0852915977564535,0.612024311764689,0.786226166672866
"43",-0.659894479119586,0.741821665822957,-0.119331020875305
"44",-0.242048327561691,-0.218070430260807,0.94544058225277
"45",-0.361053624083011,0.928467872405185,-0.0871073501371319
"46",0.120867735567541,-0.658136305668248,0.743133631092097
"47",-0.339533164424010,0.93379258004393,-0.112909909711771
"48",0.592755359953155,-0.68933230150818,0.416487768540976
"49",0.178269800681487,-0.0891891813234713,0.979931205799587
"50",0.0205442152484771,-0.827067117209445,0.561727619804014
"51",-0.098821577481763,-0.242486181756727,0.965108671332436
"52",-0.119113940210271,-0.99286621434483,-0.0053431882008805
"53",-0.153167445404709,0.561105888796895,-0.813449393155863
"54",0.631896863345829,-0.708717905274324,0.313728042797065
"55",-0.0972051091292482,0.984786815584202,0.144035046466814
"56",0.460004684474813,-0.87259575699515,-0.164232564174370
"57",0.109755990414876,-0.99008160380776,0.087704277943014
"58",-0.774190785273777,0.216742024176311,-0.594686070925768
"59",-0.173292554853592,-0.949980312415088,0.259821277912426
"60",-0.774709538640935,-0.563921129167382,-0.28603861770281
"61",0.522917944711977,0.751486203667848,-0.402275165521173
"62",0.169705224577386,-0.552428280897087,-0.816102402408073
"63",0.415801775718641,0.568716863737766,0.709697127096837
"64",0.185371836058967,-0.961289524048812,0.203862044898348
"65",-0.946834722293704,0.305826363895103,-0.0998711359988652
"66",0.9711005686891,0.121384087657592,0.205498391125677
"67",-0.512385517146848,0.762238266729853,0.395542547080369
"68",0.832436229299843,0.553424477722748,0.0277717771552916
"69",0.667778903441648,-0.509625794730216,-0.542542980291761
"70",-0.994502970646607,-0.00765494223220719,0.104428172609196
"71",-0.860796963006985,-0.270447308387871,-0.431145963524775
"72",0.445816815616108,0.892773848221828,0.0648245543378493
"73",0.825791725989637,0.47358897540812,-0.306237665317223
"74",0.499780018412963,-0.666299774636954,-0.553411730553197
"75",-0.216661705335909,0.133348463006770,0.967096630567322
"76",0.184003395337956,-0.641149301361743,-0.745030418082009
"77",-0.60861690045227,0.790538326460542,0.068078064608487
"78",-0.0555087215084729,-0.000395382014443396,0.998458124064078
"79",-0.0346843622312031,0.82311463952541,0.566815036158682
"80",-0.46852340478834,0.858567635707318,0.208200466093346
"81",-0.571237454933488,0.304522187366359,-0.762203389839431
"82",-0.539108154125642,-0.722408009390433,0.433000076355415
"83",0.740659007474113,0.422142230959918,-0.52270466947182
"84",-0.574332557642909,0.53183979852185,0.622325109520412
