"","V1","V2","V3","V4","V5","V6"
"1",-0.624827787181643,-0.519407778866793,-0.235192078033222,-0.210666037818263,-0.447492625468468,-0.199651327844479
"2",-0.568600885391839,0.277286154624381,0.155175257699258,-0.408885864659183,0.304503803280415,0.561974950022582
"3",-0.617065187184754,0.465347438213706,0.358093788626537,-0.507370122319619,0.130482590710874,-0.00100377210136739
"4",0.0225748984064201,-0.0899237844707675,-0.785075426410444,-0.0613716145778337,-0.590214513348585,0.151462916093864
"5",0.606036820754999,-0.223140154029594,0.0985650299855809,0.614393396316864,-0.439725648751358,-0.0487328103559592
"6",-0.114734109013886,-0.462190695124128,0.629664008396793,0.259285047090683,-0.537094231730309,0.145052172325545
"7",-0.785432810432955,-0.263429498043152,0.379516348883541,-0.342045653342693,-0.0504787785541472,0.223884355709105
"8",0.696696799882412,0.0365974903981337,0.373505021018527,-0.585582489399346,-0.070345882986394,-0.160974522393589
"9",-0.268153985514006,0.51079785040031,0.389064308520947,0.120668846208414,-0.588925530551258,0.392955097859977
"10",0.224293055085628,0.230360209284643,0.636983379992459,0.600722384793419,-0.0586507012141481,0.355769145215363
"11",-0.380927335305838,-0.191137939814831,-0.561626269355762,0.327644011746783,-0.514690324357532,-0.361496692002676
"12",-0.823159261844824,0.553857321246183,-0.101969655722634,-0.0466906555345137,0.0481234585025397,0.0275173051079969
"13",-0.071194247198377,-0.488743174845877,0.255598944773061,-0.76115912450818,-0.332167473709575,0.0321282465389188
"14",0.784296065576023,0.216399443883202,0.394154941796297,0.38005609683021,0.180969840755094,-0.0741628213179084
"15",-0.630698737242996,-0.105294433479946,-0.360215831944444,0.377002527654411,0.553105694833618,0.115411975200175
"16",-0.109252050577671,-0.0607671151562726,-0.683646225065433,-0.602117070727317,0.318935822186369,0.229639196521417
"17",-0.150693287809455,0.206489206751067,-0.326590326402952,-0.529606398511152,0.639265471906657,-0.372624768753382
"18",0.261737886681399,0.601721028397844,0.0554737235356341,0.0587780683393649,-0.565691829086709,0.492834294508118
"19",-0.375580798468000,-0.418426632271844,0.180914220664566,-0.324681231821028,-0.717903003407387,0.174142577765889
"20",-0.631209082622732,0.0634972491376252,-0.271456500514993,0.115420960409033,-0.714001942664157,-0.0270885485905814
"21",-0.599697232837677,-0.711682475677278,-0.0646653348277824,-0.261422905108833,-0.222919843552873,-0.107955941231252
"22",0.00576639131962687,-0.269200601360119,-0.365401468136185,0.738311561286654,-0.48570000174892,-0.113890731905552
"23",0.410016986695204,-0.468302619666549,-0.153605498864673,-0.288950406517873,-0.431107157961172,-0.565365685800938
"24",-0.587136797512094,0.121920644222613,0.238095220291599,0.34405744463018,-0.0608441843137768,0.679440110402397
"25",0.315378087931325,0.338655707029981,-0.855445335739507,0.178285472478763,0.104375184640992,-0.106688155127505
"26",-0.231463899448442,0.23049211939872,-0.608093085444551,0.444639518879151,-0.516248596495747,-0.243523572675875
"27",0.200454176448629,0.162589006370095,-0.173025352981874,-0.79207759858517,-0.492740652422883,-0.182386656986758
"28",-0.306952073559073,-0.694056716956989,0.631036334598948,-0.096944054664933,-0.108691524407049,-0.0681677738215812
"29",-0.22314813795438,-0.451448930720934,-0.464727036136652,0.186907663648877,-0.0836336425494119,0.698926671736955
"30",-0.169222075213618,-0.64358825716104,0.304661963926756,-0.0545288479964706,0.641273948216099,0.223905025215196
"31",0.277898170994336,-0.0132736543682282,0.37718217032289,-0.261130642203595,-0.734508617156231,0.415497179381291
"32",-0.309903585608303,-0.289390819461899,0.0255377807312002,-0.443236889685931,-0.605409440166794,0.506538263482714
"33",0.289230190089972,0.338032846578977,-0.107064744936573,0.657474198391331,0.47879193780038,-0.359308768210481
"34",0.515944407062795,0.128749072543278,0.47616388397581,0.369441683864719,0.590917171023975,-0.0694459498398654
"35",0.35126966859998,0.0205154482074805,0.525135539907442,-0.49025444461325,0.150515713657030,0.580876062953101
"36",0.293526650778101,0.181193677978995,0.629147175252948,0.313939748863900,0.382773974838824,0.490010924861915
"37",0.0448308876765179,-0.51769333843642,0.0772031377049027,0.773647112681697,0.321883300270814,-0.14793498715061
"38",0.607066115218042,0.468773437059566,-0.204407867774716,-0.065608869308469,-0.601986122656995,0.0569895117516489
