"","V1","V2","V3","V4","V5","V6","V7"
"1",0,0,0,0,0,0,0
"2",0.46773543395102,-0.323701519519091,-0.219160956330597,-0.140092990826815,0.0759717519395053,0.179230383597314,-0.532002141233534
"3",0.081107965670526,0.0267683267593384,-0.105965130962431,-0.433196775615215,0.515305256005377,-0.0434128576889634,0.422988937236369
"4",-0.165646087378263,0.0789959826506674,-0.0827343198470771,-0.243872758001089,-0.0318660796619952,0.201705421321094,-0.67406318988651
"5",-0.851011418737471,0.370554066263139,-0.147996197920293,0.0128210894763470,0.114406925626099,0.0493890889920294,0.225888861808926
"6",0.606288483832031,0.272000292316079,-0.101212260778993,0.0348280658945441,0.462390280794352,0.41673349076882,-0.338133928366005
"7",0.200531247537583,0.470871806144714,-0.48974848119542,0.273490705061704,-0.506629058625549,-0.266996120568365,0.210793345235288
"8",0.474980062805116,-0.0729445442557335,0.0200520064681768,-0.552961009554565,-0.00809978600591421,-0.205862937495112,0.00839881924912333
"9",0.272691004909575,-0.174183359835297,0.0731019927188754,-0.169241612311453,-0.443435856606811,-0.391607748344541,0.108918795362115
"10",0.0283793117851019,-0.0840593054890633,-0.261992660351098,-0.233033501077443,0.562841327860951,0.218381142243743,0.233072475995868
"11",-0.114259938709438,-0.2520199152641,-0.295196255203336,0.580291669350117,-0.354815435595810,-0.480723094660789,0.0238480577245355
"12",-0.51429125899449,0.198262307792902,0.279162586200982,0.583718507550657,0.231123708188534,0.375189270358533,0.00834187166765332
"13",-0.288892501499504,-0.298786673229188,0.151026443112642,0.746532447170466,-0.0531518962234259,-0.375424738507718,-0.255778331309557
"14",0.394901148509234,0.114921980537474,-0.540554916951805,-0.494989132508636,-0.0680528432130814,-0.130930358078331,-0.508780654519796
"15",0.0452903416007757,-0.126147178933024,0.163208552170545,-0.0166036458685994,-0.582073631696403,-0.437069247011095,0.0407207733951509
"16",-0.126352800987661,-0.220942902844399,-0.36206461628899,0.270770041272044,0.535145109985024,-0.0335534419864416,0.420726492069662
"17",-0.063981035258621,-0.065143529791385,-0.311756024137139,0.507658611051738,0.281461997888982,-0.143706780392677,-0.225318205077201
"18",-0.682529066223651,-0.0270166839472950,0.127528895623982,0.381908105686307,-0.121717064175755,-0.0109068290330470,-0.25509835453704
"19",0.136325282044709,-0.0724684107117355,-0.589113387744874,-0.0421555344946682,-0.491417267359793,-0.481433757580817,-0.00507413549348712
"20",0.235118654556572,0.256360891740769,-0.199622455984354,-0.658755965530872,-0.129939628764987,-0.560195812955499,-0.0988737461157143
"21",0.226031211204827,0.198762158863246,0.567926092073321,0.172926101367921,-0.352486455347389,-0.276942467782646,0.255822209641337
"22",-0.607303182128817,-0.373697396367788,0.601600219029933,0.261279934551567,0.136459952685982,0.0287364586256444,0.109401606488973
"23",0.46063135843724,0.154926985502243,0.204238789621741,-0.549934254027903,-0.327777379658073,-0.226323825307190,-0.452287882566452
"24",-0.282471641432494,-0.112272629979998,-0.247557922732085,0.371314024087042,-0.73377483105287,-0.175247869454324,-0.18706532754004
"25",-0.195903488900512,0.0207909718155861,0.254884042777121,0.66913213673979,0.0402482044883072,-0.611364925745875,0.0522862863726914
"26",-0.390433345921338,0.430702957790345,0.135070896241814,-0.0918640824966133,0.00401771953329444,-0.224568278063089,-0.169277285691351
"27",-0.128530125599355,-0.126370104495436,-0.272137976251543,-0.0429025776684284,-0.718949290923774,0.475625667721033,0.303566245827824
"28",0.139163650106639,-0.0571575406938791,-0.200947225093842,0.734179321210831,-0.0251451707445085,0.341175506822765,-0.0427817837335169
"29",-0.140974803362042,0.0626955484040082,-0.00605761678889394,-0.17867993703112,0.441605579108,-0.715322656556964,0.171739649027586
"30",0.0466797892004251,-0.0841194880194962,0.286692487541586,-0.646048816852272,0.267640676349401,-0.0273607550188899,0.596455234102905
"31",-0.208234001416713,0.292843904346228,-0.570722031407058,-0.369646860752255,0.215532635338604,-0.256255820859224,-0.285219701938331
"32",-0.429984379559755,0.516335012856871,-0.00556103512644768,0.267194235231727,0.122041180264205,0.592920033726841,-0.0881295222789049
"33",-0.389571450650692,0.520519661251456,0.154020786751062,0.117786291055381,-0.164812415838242,0.256725279148668,-0.0074348310008645
"34",-0.143291166983545,0.226135979406536,-0.0808944134041667,-0.546079515013844,0.353637013584375,-0.503751770127565,0.063034791033715
"35",0.248222921509296,-0.445332338102162,0.0515255210921168,-0.123404610902071,-0.0561884022317827,-0.376241480000317,0.654857841785997
"36",0.0580355562269688,-0.0715760989114642,0.679271275643259,-0.0767704392783344,0.161135984119028,-0.267361653968692,-0.327174370642751
"37",-0.374476960860193,0.383112378884107,-0.523299991618842,0.200225262902677,-0.241493101231754,-0.0490893125534058,-0.537778552155942
"38",0.217083195690066,-0.0212999451905489,-0.234819840174168,-0.177406669594347,0.315822869073600,0.710164960939437,-0.218899766914546
"39",-0.887895341962576,-0.00987979397177696,-0.0299549330957234,-0.0307637117803097,0.0138085875660181,0.249202322680503,-0.318858474958688
"40",0.322473056614399,0.379095531534404,-0.444098499603570,-0.0240621836856008,-0.670147272758186,0.0927913263440132,-0.068700073286891
"41",-0.389713759999722,-0.43297906499356,-0.230085674673319,-0.059109749738127,-0.21794507605955,-0.0729324636049569,0.396005732938647
"42",0.384934318251908,-0.136399307753891,0.109511632006615,0.168984201271087,0.0109015298075974,-0.309937692247331,-0.309611015487462
"43",-0.222047338262200,0.187289191875607,-0.185803691390902,-0.637244500685483,-0.264638196211308,-0.241588247008622,-0.133799139410257
"44",0.506980117876083,0.167751000728458,-0.559599343221635,0.162720426451415,0.0693907574750483,0.584279647096992,-0.0102023091167212
"45",-0.633022019639611,0.240988187491894,0.358366789761931,-0.0275356615893543,0.203524713404477,-0.0357303963974118,0.364709759596735
"46",0.362223898991942,-0.359179323539138,0.270033877342939,-0.527160339523107,-0.301513000391424,0.211873997934163,0.364589744713157
"47",0.766022162046283,-0.210523357614875,-0.300632012542337,0.148356524761766,-0.138363594189286,-0.295699567999691,0.0930142416618764
"48",0.171618380118161,-0.50985036464408,-0.125278873834759,-0.0613586236722767,-0.170265483204275,-0.201579504646361,0.760578194167465
"49",-0.406723682768643,0.585175152868032,-0.331039214041084,0.0259139086119831,-0.495722418185323,-0.0295092114247382,0.320670750923455
"50",-0.477804130874574,0.203834935091436,0.253330932464451,-0.126478312071413,-0.745197208598256,0.0808752467855811,0.161784454714507
"51",-0.549542577005923,-0.347141460515559,-0.557208998128772,0.151385736186057,0.266722328960896,0.221146220341325,-0.127036973834038
"52",-0.0830772737972438,0.60465690260753,0.145225681364536,0.50832753861323,0.0849019116722047,0.290743032470345,0.119795733131468
"53",0.670431945938617,0.241847043856978,0.129931759554893,-0.146507548633963,-0.373351543676108,-0.124065159820020,0.336991228628904
"54",-0.171621549874544,0.254672085866332,0.49913391796872,-0.715338504407555,0.0963310087099671,0.089416338596493,0.144840712193400
"55",0.250599930994213,-0.297393222805113,0.401625033933669,-0.56083451397717,0.128233877476305,-0.469776943325996,0.0687786340713501
"56",-0.095558357425034,0.0452927150763571,0.59311027918011,-0.0849923272617161,-0.341203418094665,0.566977808251977,-0.40597884869203
"57",-0.408761413767934,-0.140544181223959,-0.539990318473428,0.0342124989256263,0.297347931656986,0.396217771340162,0.47669225698337
"58",0.625130596105009,0.286916325800121,0.0374407609924674,-0.0574811138212681,-0.187325180973858,-0.47144675347954,-0.10834771534428
"59",0.0990012409165502,-0.093008043244481,0.398041787557304,0.458459281828254,0.36388916336,-0.446347006596625,-0.237570537719876
"60",-0.100426032207906,-0.482979535125196,-0.201251232065260,0.173151683993638,-0.116254664026201,0.338182855863124,0.433443224988878
"61",0.253163046669215,-0.232982701156288,-0.339866892900318,-0.173536583781242,0.292465811595321,0.243585076648742,0.693751508370042
"62",0.587597815319896,0.401647830847651,0.103247520513833,-0.128898455761373,-0.0386464586481452,0.0432539568282664,-0.558424688875675
"63",-0.308300547767431,0.221363438293338,-0.524348719976842,0.112470068968832,-0.234937919769436,0.0112747726961970,-0.407159522175789
"64",-0.111741399858147,-0.0889252596534789,0.417510120198131,-0.405958808027208,0.0138925709761679,0.284376994241029,-0.67431406956166
"65",0.310210249852389,-0.723764281719923,0.362323380541056,-0.00107719143852592,-0.344964429270476,0.251978472340852,0.0305979209952056
"66",-0.282498492393643,-0.505741062108427,-0.551645055413246,-0.148417632095516,0.233341818675399,0.20487840520218,0.470051096752286
"67",-0.35672527179122,-0.361505601555109,0.0232634185813367,0.132451232988387,-0.599676341284066,0.119382400531322,0.0928548299707472
"68",-0.0743593350052834,0.201446695253253,0.169555609114468,0.394884189590812,0.475413309410214,-0.0281312596052885,0.715582969132811
"69",-0.0911432863213122,0.352156974375248,-0.364014486782253,0.242777445819229,-0.523900358472019,0.0179636212997139,0.578101210296154
"70",-0.147394939791411,-0.394839797634631,0.632619983516634,-0.00865661818534136,-0.225712177809328,0.230300313327461,-0.239080569241196
"71",-0.61305988393724,-0.232216951437294,0.0694963578134775,-0.0450002518482506,-0.278825571294874,0.508220833260566,0.377217842731625
"72",0.182567917741835,-0.255642819218338,-0.181442078668624,0.589942390564829,-0.236722325906157,0.0545209390111268,0.353140419349074
"73",0.0393210952170193,0.310130691155791,-0.277300533372909,-0.338571625296026,-0.381564029958099,-0.192225848790258,0.516511817928404
"74",0.0886543998494744,-0.466186066623777,0.186490762978792,0.306426140014082,-0.142428009770811,-0.236325514502823,-0.497913348954171
"75",-0.317045651376247,-0.0186601635068655,0.0842088270001113,-0.510785030666739,-0.00667653186246753,-0.0931454063393176,-0.34268594160676
"76",-0.400035919621587,-0.218819319736212,0.0786451231688261,-0.0384730217047036,-0.521144550759345,0.265755956526846,-0.170102026313543
"77",0.250638675875962,-0.250798990018666,-0.498287596739829,0.26065156981349,-0.335734311956912,-0.128545286599547,0.348810079973191
"78",0.196029333863407,0.380114623345435,0.139687755145133,-0.340849671047181,0.572293277364224,-0.352028069086373,-0.294183729216456
"79",-0.0122016631066799,-0.0975060453638434,-0.639000963419676,0.391300388146192,-0.461247893515974,-0.000510859303176403,-0.408571861218661
"80",0.266435738187283,0.121122758835554,0.483511534985155,-0.109454676043242,-0.101319489069283,-0.684726508334279,-0.316253324504942
"81",0.234491259325296,0.380887867417186,-0.237927683629096,0.270232236944139,-0.563351176679134,0.0341112026944757,-0.24547055689618
"82",0.392752821091563,-0.316973865963519,-0.419609163422137,0.213927167467773,0.342097322456539,0.362058353144675,0.506583639420569
"83",0.37578523857519,0.180299026425928,-0.373405219987035,0.145623254124075,0.0403391662985086,-0.477988266386092,0.101379521191120
"84",-0.0339940520934761,-0.527526253368706,-0.470701884943992,-0.358360597398132,0.0904982965439558,-0.321749411989003,-0.408130736090243
"85",0.307810451369733,-0.171074745245278,-0.228549008257687,0.0124074919149280,0.199824927840382,0.670140315778553,0.568914833944291
"86",-0.245519022922963,0.303306346293539,0.460830602794886,0.084982106462121,0.157992355525494,0.468762171920389,0.456535107456148
"87",-0.335041687358171,0.49895840510726,0.524008437991142,-0.346574138384312,-0.388497895095497,0.00110315904021263,0.0677787545137107
"88",0.369564251042902,-0.302818140015006,-0.165936613921076,-0.242899700533599,0.104661084245890,0.161655882373452,-0.540966683998704
"89",-0.532053208909929,0.624162273481488,0.236620689276606,-0.216002243105322,-0.260230987332761,0.211606966797262,-0.0472598229534924
"90",0.221178359817713,0.267710252664983,0.56003047991544,-0.301675199065357,-0.392848068848252,0.0822345786727965,-0.496921219397336
"91",-0.212161294650286,-0.199609630741179,-0.7028923262842,0.113526945002377,0.087255556602031,-0.358363087754697,-0.30563237471506
"92",0.161589568480849,-0.351083929184824,0.387281497009099,0.00431223632767797,-0.176533056423068,0.638381036464125,0.229829282965511
"93",-0.000178114976733923,0.41513396659866,-0.118049682117999,-0.55426037684083,0.444719650782645,0.178033072967082,0.124697304330766
"94",-0.0781448963098228,-0.32904797187075,-0.392535238992423,0.0569911864586174,-0.415836182888597,0.42595977941528,-0.0193316056393087
"95",-0.0274149300530553,-0.369860936421901,-0.0506297503598034,0.480750375892967,-0.533205960411578,0.115850292611867,0.0689831441268325
"96",0.229932090267539,-0.179209735244513,-0.0573608595877886,0.0661943517625332,0.326978059951216,0.199222261086106,-0.683258926961571
"97",-0.472265237476677,0.61505636293441,0.190258226823062,-0.245835314504802,-0.354852613527328,-0.0683853910304606,-0.342002079356462
"98",-0.144042052794248,-0.309399838093668,0.461121757514775,-0.0502847312018275,-0.0681245499290526,0.669526945799589,-0.145512024406344
"99",-0.170600605197251,-0.063117768149823,0.454759092070162,0.198183726985008,-0.221988109871745,0.782209815923125,0.180652369745076
"100",0.615565876476467,0.0619340180419385,-0.59942624066025,0.214045019354671,-0.0510578700341284,-0.217741401866078,-0.0122452559880912
"101",0.285480028018355,-0.515730636194348,-0.0297973663546145,-0.326678792014718,-0.359545321203768,-0.533041193149984,-0.327689618337899
"102",-0.137696211691946,0.301232130732387,0.568129724357277,0.156998185906559,0.123460098169744,-0.548519225325435,-0.273575372062624
"103",0.547161576803774,0.126510837581009,0.0863687181845307,0.0307806031778455,0.574491016566753,0.251022565178573,-0.176705824676901
"104",0.707170840818435,0.205013922415674,-0.361332428175956,0.0196274155750871,-0.238334336318076,0.0544804777018726,0.512543982360512
"105",0.261758386623114,0.428662783000618,0.275749759748578,0.0884249010123312,-0.24681543931365,-0.271780828479677,-0.705056122038513
"106",-0.312348364386708,0.603016837500036,-0.609440363943577,-0.125404126476496,-0.256964469328523,0.178184480872005,0.168688712175936
"107",-0.0747208800166845,0.224273690022528,0.641150197945535,-0.224446045234799,0.0201795641332865,0.0502843833528459,0.376678044907749
"108",-0.0373921692371368,-0.0757964490912855,0.14638689532876,-0.875652606133372,-0.386958157178015,-0.202147843316197,0.0680196764878929
"109",-0.438457497861236,-0.835893677081913,0.269772903993726,-0.0113101433962584,-0.00787687441334128,-0.123488843906671,-0.0522683477029204
"110",-0.40679405303672,-0.288511293940246,0.520050574094057,-0.113145360257477,0.529090041294694,-0.31958877062425,0.0309571283869445
"111",0.0362040242180228,-0.648526029661298,-0.253632431849837,-0.666985262650996,-0.0489688031375408,0.215200560633093,-0.0889251697808504
"112",0.179736499674618,0.667330151889473,-0.252274006139487,-0.200894738547504,0.104902496095747,-0.321639985311776,-0.0118431844748557
"113",-0.223130726255476,0.632028041873127,0.0328305368311703,0.466080534737557,0.115839881822467,-0.120061091147363,-0.163885766640306
"114",0.460928291548043,-0.467841468285769,-0.263098374009132,0.231939247343689,-0.250877146143466,-0.217410407960415,0.174330192152411
"115",0.501961402129382,0.157530510798097,-0.479952942579985,-0.0704456851817667,0.492999880574644,0.0266188839450479,0.36980385472998
"116",0.173801683355123,-0.35023565357551,-0.106107121799141,0.158673152327538,-0.350451427511871,0.0282193403691053,-0.135274383239448
"117",-0.164788415655494,-0.659753145184368,-0.213027158752084,-0.106676203664392,-0.466759209521115,-0.0292110359296203,-0.131448638625443
"118",-0.641984170302749,-0.0239804890006781,-0.0202948562800884,0.0351585792377591,0.189028173219413,0.408986213151366,-0.592469031922519
"119",0.313837148714811,0.697457682341337,0.2500487905927,-0.220333478413522,-0.220647414680570,-0.235303332097828,0.178985322825611
"120",0.455753616988659,0.228698700666428,0.494865720625967,0.356214998755604,0.00281238369643688,0.00157915335148573,-0.476743433158845
"121",0.236393800005317,-0.138303358107805,0.216709875967354,0.149129597935826,0.31345370830968,-0.221510625444353,0.448966050986201
"122",0.102276775985956,0.418687245342880,0.773964803665876,-0.076593853533268,0.144162843003869,-0.103475453332067,0.243441275786608
"123",0.482539711054415,0.291214899625629,0.443953707348555,0.414298243820667,-0.422741295769811,-0.115880648605525,-0.225212890654802
"124",-0.0380303501151502,0.447321031242609,0.179946242831647,-0.742302615661174,-0.21435528062284,-0.405662630219012,-0.0192131134681404
"125",-0.418987234123051,0.609643269330263,-0.425281608942896,-0.00914657488465309,0.231332038529217,-0.0759754851460457,0.326110037043691
"126",-0.240280958358198,-0.0778558840975165,-0.167103070765734,0.783356961794198,0.204647894483060,-0.114961553830653,-0.181685818824917
"127",-0.382694327738136,-0.219760614447296,0.399367790669203,-0.122763996012509,0.35342345200479,0.101554907858372,-0.0116488006897271
"128",-0.467091017402709,-0.276737235020846,0.00396960787475109,-0.0245586922392249,0.206009839195758,-0.587076841853559,-0.155742066446692
"129",-0.460321523714811,0.262314063496888,0.345728565007448,0.546132870018482,-0.137242431286722,0.109929098747671,-0.459456173703074
"130",-0.330328195821494,0.236883553676307,0.089873077813536,0.466653252951801,-0.0127379447221756,0.238568981178105,0.627980564255267
"131",-0.393184301909059,-0.415884489193559,-0.286634267773479,-0.0134759773500264,0.384408459533006,-0.468344369437546,-0.303083581849933
"132",-0.0648619146086276,-0.053151423111558,-0.117641859687865,-0.0474865892902017,0.382533260155469,0.837976036593318,0.238599199801683
"133",-0.0894885598681867,0.518604238051921,-0.273219726514071,-0.00444923248142004,-0.66845466569066,0.119392151013017,0.0780379553325474
"134",0.286930652800947,0.300621944945306,0.0760019975714386,0.446524428669363,0.185859199147671,0.397478750906885,-0.00277497246861458
"135",0.0229164352640510,-0.241916254628450,0.177694621030241,-0.386276769917458,-0.410301536787301,0.318823175970465,0.504584237933159
"136",0.191852143500000,-0.410440876148641,-0.0352018619887531,0.433905361220241,-0.0488209738396108,0.738808972761035,0.0494925486855209
"137",0.392961912788451,0.439743681345135,-0.384161693975329,-0.231396857183427,-0.395257609430701,0.143699976149946,-0.487443399149925
"138",-0.53565714834258,-0.354758410714567,-0.257370823062956,0.482835594099015,0.318224964663386,-0.0507861231453717,0.195196417160332
"139",0.319055045023561,-0.569632140453905,-0.172244068235159,0.366813938133419,0.267845418304205,-0.262153763324022,0.301161353476346
"140",0.573979805689305,-0.236806402448565,-0.000549758784472942,0.0284019988030195,-0.0511648701503873,0.00758952414616942,0.69144232198596
"141",0.260046185925603,-0.164755636360496,0.219671784900129,-0.7054713210091,0.455099584534764,-0.234058259520680,0.0271413093432784
"142",0.0785852437838912,0.563595135230571,0.307720399927348,0.334371368400753,-0.229705173522234,0.308898222167045,-0.219532674178481
"143",0.136950009502470,-0.252863790839911,0.344997924752533,0.341318672522902,0.708760417997837,0.288609868846834,0.289708608295768
"144",-0.318791368510574,-0.263498161919415,0.582141486927867,-0.199805265292525,-0.152899313252419,-0.324338208418339,0.458005414810032
"145",0.492757108993828,0.366819948889315,0.365203970577568,-0.265775711275637,0.0686829471960664,0.287215614691377,0.347811897285283
"146",0.237777839414775,-0.359609908424318,-0.591038111131638,-0.0451595424674451,-0.320406397804618,-0.176067329011858,0.400153328664601
"147",-0.128366164863110,-0.179909519851208,-0.164622990414500,0.294434036128223,0.0358918691053987,-0.408055036328733,0.681608810089529
"148",0.55285780178383,0.363727030344307,0.361484416294843,-0.0559236155822873,0.0666942121461034,0.326747810002416,0.262959985528141
"149",0.114340724889189,-0.374117175582796,-0.373243812005967,-0.0902635036036372,-0.728416621685028,-0.0272228438407183,-0.151360764633864
"150",0.0770627083256841,-0.248179240617901,0.420191834215075,-0.271224858239293,0.0205294713377953,0.371093449182808,0.517532974481583
"151",0.0496085626073182,0.357871664687991,0.231938316021115,-0.0236990801058710,0.109410919249058,-0.164924442768097,0.0901660490781069
"152",-0.0644982042722404,0.119514476042241,-0.296332276891917,-0.483984899241477,0.0530747226439416,-0.546518750023097,0.339352307841182
"153",-0.107252712361515,-0.244940900243819,0.0780508541502059,0.104972565546632,0.566312219016254,0.135574463289231,-0.555424268357456
"154",-0.168781722430140,0.307423015125096,-0.0670266849920154,0.0999413412064314,-0.4458999754861,-0.460136615671217,0.154046914540231
"155",0.450205763336271,0.278019512537867,0.566139450762421,0.0920506045222282,0.405903462320566,-0.0879800007678568,-0.438593741506338
"156",0.14063504897058,-0.724510800559074,0.303471876308322,0.0941077903844416,-0.319024517666548,0.066740833222866,0.453193213790655
"157",0.265538511332124,-0.169460337609053,-0.233120420016348,-0.0632811496034265,-0.450800325721502,0.672481063287705,-0.314996561501175
"158",-0.572719566058367,-0.329647917766124,0.254274044185877,-0.120519469026476,-0.164148014038801,0.146190402098,-0.548192854505032
"159",0.325281628407538,0.32073363289237,-0.060704710893333,-0.190606184303761,0.467281089629978,-0.382192388176918,0.098985637538135
"160",0.354199348483235,0.0707797622308135,-0.0605806759558618,-0.467273733112961,0.193889887072146,0.129490779712796,0.675851869862527
"161",-0.42373380670324,0.307728690560907,-0.381515232380480,0.362534264102578,0.140014605596662,-0.243316106963903,0.394119040109217
"162",-0.262590129859746,0.461389813572168,-0.0714343641884625,0.748231885023415,-0.0589530263096094,0.123855138663203,-0.060668442863971
"163",0.230993994046003,-0.584256098605692,0.141363842412829,0.169898292515427,0.134171140845865,0.493085982743651,0.0397624615579844
"164",-0.241023968905210,-0.517624127678573,0.228419790510088,-0.00546328583732247,0.195169326383621,0.338068853132427,0.434559544548392
"165",0.566261942032725,-0.4215690176934,0.090448777191341,0.340474853292108,-0.308323961682618,0.221469045616686,0.298443103209138
