"","V1","V2","V3","V4","V5","V6"
"1",0,0,0,0,0,0
"2",0.396221097093076,0.428400055039674,-0.699780780356377,-0.159939726348966,-0.0074410131201148,0.139952683821321
"3",0.260550695005804,0.654962656553835,-0.0868074866011739,0.341165514662862,0.399497199337929,0.388094611465931
"4",0.0997742740437388,-0.0844240593723953,-0.541272385977209,-0.157663685735315,0.0560505376197398,-0.109300131443888
"5",-0.157902962528169,0.343784430064261,-0.328446993604302,0.00615101074799895,0.327720573637635,-0.602931705769151
"6",-0.0818263771943748,0.250073987524956,-0.0627119070850313,0.259840261656791,-0.803211344406009,-0.124815729446709
"7",-0.233828847762197,-0.289400903508067,-0.297278608661145,-0.0461987610906363,0.637236612848938,-0.119114618748426
"8",-0.278582851868123,0.0736382128670812,-0.369570354465395,-0.165255276951939,0.701698586344719,-0.445391688030213
"9",0.262130983639508,-0.368950269185007,0.422177765052766,-0.220370904076844,-0.700609620194882,0.218187960330397
"10",0.167620438616723,0.561206249520183,-0.42137332027778,0.276977009605616,-0.284654764924198,-0.318447911646217
"11",-0.150855208281428,0.139464794192463,0.257961498107761,0.0225458955392241,0.827535586431623,0.302301647607237
"12",0.0213774465955794,-0.460703413467854,-0.330610543023795,-0.5056759766303,0.293609529733658,-0.190279221627861
"13",0.112460232805461,0.508397317957133,0.0866555753163993,-0.715251367073506,0.453121741302311,-0.052583244163543
"14",-0.0628329943865538,0.223043196368963,-0.126750822179019,0.30081476457417,-0.68470117636025,-0.254945162683725
"15",0.368683508597314,-0.154886298347265,0.190219798125327,0.584040144458413,0.0295360097661614,-0.281641330104321
"16",-0.501912405248731,0.00427253823727369,-0.0719540501013398,0.500449388287961,0.0809943634085357,0.0601005456410348
"17",-0.702952740248293,-0.537221535108984,-0.0501538761891425,0.0198217993602157,0.437847980298102,0.106249241624027
"18",0.0303734471090138,0.5812279866077,-0.338745014742017,0.100370761007071,0.380738049279898,-0.584691538475454
"19",0.463315963279456,0.431688306387514,0.323620184790343,-0.148624231573194,-0.372015141416341,-0.18646836373955
"20",-0.320561595726758,0.347746428567916,0.156103884801269,0.235908401664346,-0.705555161926895,-0.155263301916420
"21",0.662515304517001,0.391578626353294,0.398332790005952,0.121268048882484,0.0669535435736179,0.159223971888423
"22",-0.463764622341841,-0.0471041267737746,0.122308075893670,0.404490079265088,-0.106092158704996,-0.729007045272738
"23",-0.0407958091236651,0.135780006181449,0.520626237615943,-0.533439846709371,0.0865102610550821,0.113206748850644
"24",0.526930801104754,-0.308670515660197,-0.275089660193771,0.493926114402711,-0.528602787293494,-0.144940789323300
"25",-0.408541736193001,0.243646208662540,-0.508033141959459,0.0389808104373515,-0.281051760073751,-0.223564566113055
"26",0.0950692393817008,-0.498332913964987,-0.458898332435638,-0.132780009415001,-0.3425263450481,0.0667938576079905
"27",0.00717604113742709,0.276275269221514,0.524906948208809,-0.179772605653852,-0.399483720306307,0.468317764345556
"28",0.0661546653136611,-0.269568953197449,0.283135791309178,0.718704409897327,0.371420478913933,-0.249882816802710
"29",0.796049708500504,-0.237069387920201,0.144498548004776,-0.162603177130222,0.132451828569174,-0.124554837122560
"30",0.702448061201721,0.0748154809698462,0.00121079059317708,-0.0225660484284163,0.462623205967247,0.433985095005482
"31",-0.373501760419458,0.427285197656602,-0.146482190582901,0.36650741007179,-0.597215733025223,-0.0069939661771059
"32",-0.426217900123447,0.237181642092764,0.460293867625296,0.321387488860637,-0.0393750090152025,0.534330850932747
"33",-0.122732785996050,-0.192956254351884,0.491207232698798,0.211108926218003,-0.118958793580532,0.407106076832861
"34",-0.394426824524999,-0.151069476734847,0.250238173175603,0.657476483844221,-0.0118980430997908,-0.483493485022336
