"","V1","V2","V3","V4","V5"
"1",0,0,0,0,0
"2",0.212398792151362,-0.186039970722049,0.114969196729362,-0.669243264943361,-0.508021919056773
"3",0.355805365368724,0.677035926375538,0.030615305993706,0.609709993004799,0.179206346161664
"4",0.174349419772625,-0.590556278824806,0.218369001056999,-0.0536865741014481,-0.32207518350333
"5",0.533145640511066,0.109509997069836,0.559942604508251,-0.0473959813825786,0.0121468934230506
"6",0.532952560577542,-0.491170088760555,-0.0574516798369586,0.600541538093239,-0.123224920127541
"7",0.159300859086215,0.369786356110126,-0.138400676660240,0.649538731668144,-0.173714688979089
"8",-0.0181990559212863,-0.761498579755425,0.29765569139272,-0.150724494829774,0.472235652152449
"9",0.267317603342235,-0.411857014521956,-0.565499803982675,0.376935093197972,0.2122165071778
"10",-0.240248037036508,0.215691620483994,0.261800512205809,0.350667390041053,0.606227335520089
"11",0.404317560140043,-0.110889664851129,-0.29846283281222,-0.361224612221122,0.140325075015426
"12",-0.420162550639361,-0.391391817480326,-0.378197280690074,-0.581662005744874,0.282826222945005
"13",0.415599619504064,0.0475173215381801,-0.43567567365244,-0.0863389875739813,-0.146674771327525
"14",0.322371996473521,0.266991052776575,-0.110395761206746,-0.64257926074788,-0.0564152216538787
"15",0.440769134555012,0.325278417207301,-0.169246657751501,-0.157494862563908,0.123247968964279
"16",0.579668057151139,-0.0137880346737802,-0.485102582257241,0.293850913643837,0.0429104026407003
"17",-0.624155732337385,-0.594979416579008,-0.081225314643234,-0.189501535613090,-0.0522899972274899
"18",-0.206756488885731,-0.715173623058945,-0.491094892844558,0.130473555065691,-0.163500899914652
"19",-0.295986798126251,0.0469475029967725,0.326540281996131,-0.422334579750896,-0.248212321661413
"20",-0.133202252443880,0.255406675394624,-0.582331296056509,0.102136959787458,0.489438267424703
"21",0.135348306037486,0.447957647964358,0.22471312712878,0.139098526444286,0.171354130376130
"22",-0.199444380123168,0.609300236683339,-0.0553792994469404,0.389511942863464,0.0813671750947833
"23",0.0279382755979896,0.276870212052017,0.419649014715105,-0.449723516125232,0.347732109483331
"24",-0.616392019670457,-0.0781788886524737,0.0496198525652289,-0.448825085069984,-0.574663194827735
"25",-0.27561256242916,-0.290393252857029,0.256134761497378,0.635267432779074,0.125752766150981
"26",-0.109101594425738,-0.597829989623278,0.120357438921928,-0.529595471452922,0.562333373352885
"27",0.0389452283270657,-0.37558254506439,0.315915018785745,0.0474586547352374,-0.736155117861927
"28",0.0602865172550082,0.0397325898520648,-0.0785753475502133,-0.692026842851192,0.566841211169958
"29",0.225795889738947,-0.213569102808833,0.296096702571958,-0.719338884111494,-0.259240944869816
"30",-0.255242886487395,-0.510908543597907,0.437803391367197,0.479948277585208,-0.184018557891250
"31",-0.238073347136378,-0.00309789646416903,-0.367060456890613,0.495720484293997,-0.181935840751976
"32",-0.368572019040585,-0.0334039428271353,0.611938092391938,0.484737385530025,0.0486050802282989
"33",0.750809491146356,-0.0799058158881962,-0.304625493008643,0.518456652760506,-0.188611118122935
"34",0.316529765725136,-0.0724041047506034,0.111432610079646,-0.44468361325562,-0.81407219870016
"35",-0.0584125947207212,0.0616950271651149,-0.546779839787632,0.37469785194844,-0.319488878361881
"36",0.388585926964879,-0.082724280655384,-0.0948085938580334,0.375409950967878,-0.662901186849922
"37",0.0350162242539227,-0.170264820568264,-0.377593305893242,-0.0846584904938936,-0.712091883644462
"38",-0.406397916842252,0.105005591642112,-0.149593254551291,0.812170296441764,-0.0619395938701928
"39",0.571072141639888,0.499262467958033,0.0493345730938017,-0.443071706686169,0.440767209976912
"40",-0.066372464876622,0.362278331071138,0.121029912028462,-0.47910680482164,0.337989836465567
"41",-0.126538209617138,0.579333200119436,0.468959960155189,-0.0712343836203218,-0.37586744595319
"42",0.247309384867549,-0.312313810456544,-0.75720176147297,-0.280910622794181,0.135775556322187
"43",0.743169190827757,0.552549593616277,0.214297161903232,-0.0606525940820575,-0.22213147347793
"44",-0.57508139219135,-0.206407580524683,0.240747105330229,-0.0105867907404900,-0.334176132455468
"45",-0.50445322226733,-0.150527817197144,-0.551869138609618,0.304335542954504,-0.359102088958025
"46",-0.256885947659612,0.524688160978258,-0.0712922266684473,-0.231907803099602,0.132366097532213
