"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.00180204751045881,0.451835258385656,0.696566679887871,0.218659089942865,-0.189180998112187,0.241723757463159,-0.210387293829381,-0.317564355782604,-0.12461304052704,0.0892555121714491
"2",-0.404236055036659,-0.0209738668648825,-0.423648151904836,-0.049658370894371,0.338334292009845,-0.199206230024432,0.0950181962237655,0.371229657823155,-0.385932347480056,0.451965363475937
"3",0.204420943188283,0.048601989614043,0.562681482168995,0.07538622857485,-0.460155087502968,0.245919344233779,0.211803092503849,-0.000555658275571445,-0.474151661759047,-0.302748584199031
"4",-0.447129516506414,-0.230688981858577,-0.68414446954438,0.244078783503558,-0.192782437839732,-0.349300964624163,-0.0806550401037512,0.162126760260876,-0.0174144895717396,-0.164194588194571
"5",-0.426294248557503,-0.171638480993839,0.102906550403552,0.296819150171049,-0.290816399254677,-0.273887265929845,-0.0679356352796536,-0.293309757123261,0.530934375628621,0.397487725045702
"6",0.19776507088655,-0.807850061543513,-0.197960815455341,-0.0921025010172385,0.0242152008548596,0.065399173929434,0.3515573530018,0.231936709185083,-0.206414708288148,-0.189045577663149
"7",0.504589652465022,0.0535979726804981,0.00374893595528003,-0.215397601950697,0.607682136970798,-0.298403870051044,-0.20534855281601,0.120410416918950,0.371513730901303,0.207592775292382
"8",-0.00408933327915918,0.0167417443776712,-0.113408652478738,0.574146403696137,-0.126938134871106,0.147783182669200,0.63362492280366,0.439133151317395,-0.130184957862238,-0.0893175582536674
"9",-0.0337927083899136,0.0151205448681825,0.518147699738223,-0.287334333264591,0.298195172348687,0.0373857087083088,-0.250281095487655,0.218603056765496,0.082684797811178,-0.66333145045555
"10",0.139421575171836,0.323634172032325,0.664720773031147,-0.263001364078781,0.0753196365106505,0.188651338285147,-0.0447687398146735,0.231076711611068,-0.503619692701726,0.120429509638198
"11",-0.184186756383039,0.0430486302603435,0.446839038442967,-0.618768161181894,0.208332424933535,0.381285613302532,-0.138885092807675,-0.28772622442151,0.142217994466573,0.265707292471289
"12",0.132256958454319,-0.123154017907552,0.426780224630771,-0.688689325189186,-0.128293772574815,-0.460325796443473,0.0767683320352845,0.184443093157025,0.141369569392217,0.150498240948071
"13",-0.158457142349542,0.0177438899703377,-0.690715817521807,0.270700126055522,0.335854863174382,-0.255414885767808,0.481316047443748,-0.0422789915518807,-0.104302306067293,-0.0429268551341266
"14",0.107107768932327,0.0935658368146878,0.415105213103419,-0.0819790461798947,0.285878078608672,-0.451655393981979,0.148107486513927,-0.0175486301781046,-0.58418357423274,-0.389239459625259
"15",0.545297021705089,0.00567842502522987,-0.641039438348995,-0.167209988564211,0.156397456303038,0.359038190262039,-0.0262535402416233,-0.081315919961129,-0.320987953820058,-0.00497912620067598
"16",-0.0954653104024621,-0.183853106701119,-0.292123087330664,0.288049696191751,0.363001873380771,-0.162236725794228,-0.0941575609382841,0.496685937800982,0.00373466948534486,-0.61246081827062
"17",0.330892036796209,-0.0278235195059972,0.127544777896340,0.110674163225498,0.137600031623728,-0.320666567383080,0.208362435846102,0.661955523037523,0.197029679425298,0.468015321444426
"18",-0.144092960364205,-0.193778563093632,-0.623972853677939,-0.321892705813542,0.0155977465403217,-0.273649080021081,-0.472323149651267,-0.182470735259149,-0.208377124929924,0.271656380867087
"19",0.118889421972927,-0.0148369897867549,0.142234811393542,0.0359332324229222,-0.337742723711977,-0.114508654290762,0.0403070441298317,-0.359866318515557,-0.782251806249174,-0.306422155850567
"20",-0.0743751547020517,-0.0702710580665289,-0.105075271094979,0.52045115468322,-0.556303178335059,-0.274556949013988,-0.391013800148605,-0.386529463699904,0.0631086510669174,0.128397169838915
"21",-0.115876938896737,0.079011356282253,0.0909807863639637,0.193185409636994,0.480685846781629,0.515946194196205,0.2285721900814,-0.47736044487712,0.219624136438754,-0.330332066724175
"22",0.310208570397654,0.315972355515717,0.0390573114060458,0.256418296354436,0.206549258903337,0.415112793397783,0.169858352657622,0.443402175756691,0.490081934086113,-0.236722238024168
"23",0.312136590915154,0.451358674821935,0.273052218589805,-0.163911639682006,0.226168204072870,-0.242462559900699,0.649648676388207,0.177412691303336,0.151423036479912,0.105041917073176
"24",0.101293610059896,-0.222247156117885,-0.481118261880892,0.197579469772782,0.0349113785483777,-0.353705267156063,0.408743153265670,-0.440787200944465,-0.267971966420996,-0.332165411137159
"25",-0.0333806789941502,-0.606209974573177,-0.279202298912945,0.0737200095329428,0.574145140967055,0.0379802912814772,0.0495504267697217,0.035218098022601,0.102797521071427,-0.450176186056460
"26",-0.0154575910251377,-0.375891882416997,-0.0839720083233845,0.143396503519451,-0.358767091994648,0.329679070934699,0.065416322917047,-0.421612910792567,-0.64107709285354,-0.0208279443551497
"27",-0.341452767779817,-0.352116913899915,0.531199817129158,0.182948973840231,0.0996150412080432,0.305305861445436,-0.032364870639209,-0.543325215517681,0.136675901822720,-0.160359631136258
"28",0.292932962089743,-0.163672196357458,0.113531612098866,-0.196135960539212,0.248389328017098,-0.129476785437382,0.129139027043535,-0.601528591173154,-0.610265416490355,0.0815109857001379
"29",-0.520600939972976,0.454194069173727,0.246123974864555,0.0809487906778827,-0.307010245000259,-0.0613427214179949,-0.324810559846967,-0.0259593521999797,-0.180230083629359,-0.467841640200456
"30",0.128709932519200,-0.141486237519304,-0.409012266360426,-0.67597826811014,-0.407145979965946,0.359236501962998,-0.0585796615100309,-0.0764089637130802,0.175958557525010,-0.0642472651822523
"31",-0.350026854937026,0.169737948903276,-0.200601202515345,0.53648113842599,0.0709194930073668,-0.26680109045767,0.0222385276189225,0.211645472522531,-0.631465225899243,-0.0191908613617236
"32",-0.258547664908731,-0.189122542976611,-0.0438381777950846,-0.3944818064456,0.221412268689553,0.257198044285249,0.204828867642753,0.0500970645737815,0.575256814345128,-0.499288370783545
"33",0.458716034305421,0.0865278683927117,-0.135484726734698,-0.284196596130783,-0.353572081009004,-0.615974081613788,0.176238286807883,-0.215485503168505,0.294018456523037,0.120791709789559
"34",0.189617712374118,0.257285582859479,0.185412380873454,-0.426921947423190,0.556826614034935,-0.0555433914411757,-0.0465089184474309,-0.44689682598149,-0.353435231804284,0.203154841821373
"35",-0.391932757335096,-0.652601751789055,0.158167309496997,-0.181006622202195,-0.194659960789549,-0.195068430285596,0.471303973705805,-0.0610291562330298,0.108817348778039,-0.221544511215791
"36",-0.209022541685035,-0.0187771676143934,0.613178637364675,-0.092870432793091,-0.400875060946174,-0.052314642796518,-0.442703504814048,-0.289928399117804,0.139167976184425,0.32938397761865
"37",0.244608978525446,0.149385030036351,0.513177360071852,-0.48308158727378,0.00425270993592351,-0.326177242242352,0.300677902115501,-0.294228364415163,0.300682645048188,-0.217564873988671
"38",0.4924089170276,0.333863871795845,-0.197409578620055,-0.618761639310176,-0.181436567809424,-0.251324602749715,-0.0121119178479613,0.179002318559083,0.308452397309998,0.02858621053755
"39",0.208975236608935,0.352468220076657,-0.348764724934635,-0.175750341722826,-0.087371035251615,0.153080489657915,-0.349639305731663,-0.109272919481312,0.030380171175312,0.716513771246468
"40",-0.00452180787474388,0.184356988155042,0.579946480893360,-0.329807619629307,0.172235960706513,-0.195355466845181,0.0373922301682486,-0.558891053769504,-0.105110084675842,-0.358115294504306
"41",-0.228840742684071,-0.496209207160784,0.370075957705187,-0.201262131040548,0.323499882187804,-0.267454848507508,0.152793593624616,0.291008822053416,-0.121387905020608,0.474335711640653
"42",-0.0625297304721874,-0.418142349169927,-0.675017327475665,0.119840970978508,0.365463932118788,-0.00705314661707967,0.308726944140060,-0.00848862676120418,-0.262480890346739,0.230960006805885
"43",-0.34886251946393,-0.0225471892793362,-0.0865815258714943,0.375468623982743,-0.324467589200299,-0.212200028763907,-0.024005735387825,0.57046686172016,0.272340579519240,-0.422879820985891
"44",-0.205146999650568,-0.526182350892595,0.359839497558252,-0.513904063401016,0.148766406030761,0.210849531577112,-0.197516610166716,0.276657454904638,0.304022586648222,0.113552328873196
"45",-0.361001378108824,-0.580014541887482,0.260766740307671,0.160301204480131,-0.060935376087187,-0.293838175730705,-0.149792712045694,-0.46049549326683,-0.317202252025398,-0.120000620946019
"46",-0.135660396208833,0.104239091508879,0.341208073018548,0.270612676206089,0.233290996065238,0.170014781418382,0.476311365841471,-0.143776688328182,0.665584727354004,-0.0848486989662844
"47",-0.0136589119332521,-0.262818707892328,-0.111710532049388,-0.554450430557567,-0.194973524497343,-0.0819031267332484,-0.236315231953897,0.223147831630818,-0.503257948096275,0.455207682964323
"48",0.507824589825925,0.0185389652830909,0.0347749437581476,0.558473334324749,0.224312523656676,-0.299498677276537,-0.330993086030762,0.253989661933025,0.337469215246796,0.0264673818359115
"49",-0.118547410756512,-0.579552717164608,0.118465399850539,-0.358745680111003,-0.452789736093714,-0.203497542691851,0.380325722016392,0.14178496350548,0.306373639685027,-0.0478269032989187
"50",-0.184721328531581,-0.00158291830926705,-0.535024051742305,0.0622812796554788,0.300491212174229,0.47041364349136,-0.134358362273401,0.0438305558419631,-0.584872564298919,-0.0459637164764057
"51",0.442041417646646,-0.574018914834675,0.0281571853307579,0.196419826271049,0.142076357527042,0.161916440169223,0.00133836044735969,-0.470313078878036,0.274312513685824,0.304765371649372
"52",0.221455041065893,-0.500564567974985,-0.205122685654006,0.397360035068083,-0.095208667535603,0.276737528067058,0.0724049551538657,-0.571281087442035,-0.0762498935848767,0.278128585278889
"53",-0.288185874049625,0.223434475490691,0.078117177991823,0.347746071450034,-0.128667146405661,0.0741810025862073,-0.0793047818484057,0.499209020183283,0.591341448672486,0.335789598663796
"54",0.194157681337528,-0.182955675789491,0.191885824961206,-0.183050991008364,0.397233564375168,-0.534568458423206,0.233359389477596,-0.331291976100601,-0.00974210423218418,0.500637945281644
"55",-0.0382862545999201,-0.318397378156139,0.345112299270718,-0.750569987487082,-0.246395024398263,-0.092158418357681,0.250231884535196,-0.208180474705224,-0.197785630222273,-0.0205310334948353
"56",-0.0305333340376513,0.533466904707917,0.260548762860919,-0.0308074834924013,-0.624631568595231,0.170198719492059,0.103577794128058,-0.273258437233747,0.222027969090333,-0.303016279446653
"57",0.505243784428832,-0.163863799741630,-0.259708210721338,0.231411457972778,0.368833238678587,-0.422926000198496,-0.259984075432289,-0.312144149778820,0.34152977885966,0.0174675890613039
"58",0.265640958112909,-0.318961182967412,0.175431303124893,0.515025334072194,-0.00296862768827056,0.490305025374447,0.310279621707946,-0.120869595115075,-0.349969177478474,0.240628863121934
"59",0.359926318809016,0.0736992475191037,0.286121334498341,0.443858600880654,0.0195258161729664,0.233611819044822,0.425492138632673,0.214982287601009,0.209035797258384,0.510130318901354
"60",0.0169312425930099,-0.184072821744882,0.0666057713329738,-0.176353784876662,0.0088577061394174,-0.410365124724415,0.216805999719305,0.672205256780927,0.139025839568646,0.493581417528908
"61",0.305307852541582,-0.0621519947595197,-0.438065713720998,-0.170737911629434,-0.379481041931545,0.285458571442471,0.348908531767601,-0.356236022473759,-0.435633470471864,-0.134018639298636
"62",-0.741899296451342,-0.435498475359581,0.0299112486831411,0.176445405082243,-0.211190603027749,0.0814948068844384,-0.0849351836892012,-0.306245972733343,0.273838974745163,-0.0258381195622854
"63",-0.527602088922595,-0.495199741962410,0.382983720813205,0.111743870692087,-0.104859937019506,-0.228148924013832,-0.377561888198756,-0.117889318633215,-0.141404354636539,-0.278848396052598
"64",0.656725575319323,-0.266171659528703,-0.208781604801981,-0.44222090642009,0.0975840744929861,0.272691740217067,0.125470477407331,0.0301534954628635,-0.316366920253515,-0.241021863757489
"65",-0.417300843077548,0.463646669418899,-0.161955675757425,-0.174519137441602,-0.360913336029898,0.0487516418486418,-0.347686692181950,0.0374844484714072,0.539504051143901,-0.0906327885185318
"66",-0.380752225915132,-0.167764574872896,0.208884385520796,-0.511006169223905,0.259336025978771,0.389655252938027,0.300263560398940,0.233762160677701,-0.0631658001218067,0.392738508543859
"67",0.357281387205666,-0.0348293122387031,0.167679162699057,-0.0562814454500181,0.26557216046289,-0.305059008361408,0.035720774575376,-0.358663301872548,0.645122641072962,0.360783724401842
"68",-0.232636764956835,-0.140502057221747,0.102694391402413,0.291369030065938,0.781658508323122,0.146059224629997,-0.183879638699854,0.242968619221028,0.317251913153846,0.0698547722923479
"69",0.727181242384106,0.113911194317118,-0.147492940307981,0.262457433689985,0.049999247464599,0.153812310333103,0.384500820858682,-0.263941611919997,0.337213252290465,-0.101077315817433
"70",0.0264939178787699,-0.225688892565691,0.195927297390862,-0.117897234754508,0.213541678673461,-0.550582571309675,0.0195622786258710,-0.0665773048327911,-0.70867204236557,-0.200755652491236
"71",0.209164019235803,-0.0174600515656966,0.127643314440285,0.54594523279028,0.399056434646257,0.140021782097333,-0.386686062834472,-0.338277052368471,0.136911115233145,0.424313893727872
"72",0.548841748485073,-0.201064440181212,0.429393489271504,0.244277912547374,-0.36319495466903,-0.0172401972815366,0.249972283160599,0.23031325701993,0.172568029245649,-0.369834416871228
"73",0.231542205170638,0.140367066355646,0.0742415721003838,0.190630300721823,0.0603479827534347,-0.161140312190892,-0.365212374580962,-0.286856186550821,-0.797447505936846,0.0603027118492312
