"","V1","V2","V3","V4"
"1",-0.855703215668047,-0.376244340651917,0.0503189934572146,0.351681961038977
"2",-0.73958069015323,-0.644713757025298,-0.150824043460578,0.120899471334654
"3",0.139446177278582,-0.156151689236807,-0.712078016202714,-0.670161407745694
"4",0.216254301618135,0.587323946486468,0.758861703915643,0.180037699511687
"5",-0.162979515237505,-0.325282869609342,-0.142168715847218,0.920552436630317
"6",-0.919939332139064,0.0474978468253959,0.388621541671242,0.0207093476370447
"7",-0.688372251392809,-0.568310661537921,-0.368673271537294,-0.259319598851911
"8",-0.99010585015541,0.0881521155270966,0.00840726030398688,0.108852781270452
"9",-0.306306141971471,-0.369735154453655,0.558435263244711,-0.676478026041124
"10",0.168676454451497,0.239508247676068,-0.682916032521454,-0.669185882646942
"11",-0.664888979388782,-0.707759585756288,-0.0746381403886744,0.226777780782755
"12",-0.0158131807528669,0.792359509476342,0.464508453434935,0.395155979006232
"13",-0.307142499993682,-0.211834377632982,-0.737909916650374,0.56238655394623
"14",-0.337718673177477,-0.871193351588534,-0.354240032904499,0.0384998834154156
"15",-0.394591625445741,-0.0264823152308823,-0.918410881480632,0.0108438409278898
"16",-0.492589928546762,0.409613845372524,-0.554060728445206,-0.531590414857339
"17",-0.451130217256583,0.890801981548937,0.0540746918197559,0.00541151098253695
"18",-0.0228165760951857,0.0208676132139535,0.373372229703283,-0.9271661796358
"19",-0.500693498053495,-0.254980522540389,0.824991169459228,-0.0606673260188768
"20",-0.269727332980777,0.197064215039618,-0.941271042833682,0.0492106179263138
"21",0.851064233652209,-0.369843401637552,0.180778737458078,-0.325921120129098
"22",-0.902836142568361,-0.069600865423865,0.397461156285101,-0.148550491244698
"23",-0.522999505647244,0.710225857196632,-0.459803054374583,-0.103111105366261
"24",0.309930257626096,-0.920510003914279,-0.188029976976733,-0.145771382169769
"25",0.72407227957659,0.683837347334117,0.0807311394614482,0.0396017608327381
"26",-0.585071271905395,0.068383754639784,0.0601148122498374,0.805854501904988
"27",-0.0777346053165873,0.617935285565433,0.422995221113083,0.658170461890334
"28",-0.250130200510261,-0.525463367624837,0.124314503539094,0.803659776452008
"29",-0.794254235010112,0.550049088668035,-0.0468904755164075,-0.253786314701583
"30",-0.266959834958796,-0.688349367419598,0.158173240878113,-0.655659073575533
"31",-0.817520782528592,0.143903352569802,0.526672406255497,0.183215096927231
"32",0.42039887696817,0.499027811953448,0.616361460620615,0.440833956272061
"33",0.177347700087431,0.9036462906872,0.0253173714753055,0.389011831828475
"34",0.531821364898518,-0.608260330346112,-0.537514557757809,0.241378347337003
"35",0.575298194464643,-0.239365130476472,-0.765940473383692,-0.158339865449194
"36",0.920202405312057,-0.149136584904817,0.325858892821548,-0.157485854189983
"37",-0.157542365853615,-0.906992976239675,-0.278785077269628,0.273537976714222
"38",0.214816554977644,0.73842423726727,0.182949320185383,0.612464725325053
"39",-0.553300572410488,0.216381777750316,0.309156515526691,-0.742603293646907
"40",-0.82996976507091,0.378823028423981,-0.130401403955703,-0.388122114868766
"41",0.65745856609302,-0.520278792827509,0.467129184106358,-0.280799816525917
"42",-0.322348480095376,0.196825042645396,-0.66095265699033,0.648454273781322
"43",0.435353875962597,-0.765636565712361,0.457404045148817,-0.122675145852872
"44",0.178190154216146,-0.208061868687861,-0.710892536715669,-0.647757924675957
"45",-0.082151038557464,0.718704160726178,-0.689991703747029,0.0250396681104878
"46",0.303568484993135,-0.221848220561821,0.298276677526408,0.877303006717938
"47",0.619399817363498,-0.592515681982084,0.0444960811460797,0.513117073988005
"48",0.814679303115594,-0.177707586796219,0.284582019220257,-0.473001819242458
"49",0.382655193407066,0.875888833370646,-0.0197041747339251,0.293266943301259
"50",0.374254617962378,0.623736124923065,-0.0879876499469468,0.680547500808436
"51",-0.128649336599005,-0.519282682662224,-0.8421761189071,-0.0673366796206525
"52",-0.0272097820989925,0.307649327070481,-0.941713895202581,-0.133365883544433
"53",0.80408600079559,-0.401483085917709,0.33200176286617,-0.286412053692411
"54",-0.0428038497801279,-0.825284352641444,-0.563044009457850,0.00741694969783201
