"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",-0.0185097011679775,-0.0695751388112303,0.000440983856610604,0.595763646054497,0.339834218037775,-0.380209383050550,0.204182012276818,0.352880231567449,-0.462191466729565
"2",-0.68701557795456,0.0284745773046362,0.0694337965424127,0.371124717243363,0.40170214999138,0.378910665157704,-0.210941331680861,0.142226960688975,-0.122399031890597
"3",-0.382192013019882,-0.213600873385258,0.430981153471065,0.0700723862303215,-0.179229772553256,-0.440078507491965,0.554506403052723,-0.259149693376342,0.131227738623493
"4",0.258721032747388,-0.0234230764862765,-0.0774901819709189,-0.534258993017122,-0.086529257836081,-0.0222622132826598,0.374215991507474,-0.358537524143983,0.603744733856423
"5",-0.0029406516233076,-0.0780349166003253,0.0815244367394412,0.689322603630452,0.0626416676616574,0.435593973623174,-0.345650818049515,0.0672239753689855,-0.440942603329156
"6",-0.455049907595733,0.0313666879153825,-0.542619321074457,-0.122244696329518,-0.196014958869549,-0.121542145118823,0.123753371434228,-0.00970701694157918,0.643399361860404
"7",-0.225531082705105,0.00243005664138423,-0.292825010034445,-0.524438658825635,0.102791178068001,-0.063238239710459,-0.282999904248194,0.701053656201939,0.0470866887474737
"8",-0.17350708396651,-0.0173482921203518,-0.277821702868787,0.377309434081201,0.301488329637402,0.043956840184016,-0.182704229829048,-0.61769053604904,0.492236904664682
"9",-0.0652327310162452,0.296114757772251,-0.181436469492263,0.169414165128896,-0.434712748346363,0.0101467255575914,-0.335918184464875,0.566587165635909,0.472758095323185
"10",0.302147499467631,0.603676660079049,-0.0845325068963692,0.323748973841553,-0.45481689132941,-0.266154426830278,-0.35779759896698,-0.146956131426176,-0.0707843620119154
"11",0.329193053287662,0.136014252649764,-0.114846220341532,-0.497277557730944,0.514136972771832,0.208483216040516,-0.226399014286923,0.447156519111948,-0.231624455957699
"12",-0.516570361943888,-0.0225864583754093,-0.559303869407489,-0.360438638908479,-0.532358089175818,0.00765783567862746,0.0739594152722897,0.00159279394018761,0.0311732681742812
"13",-0.161012694551847,-0.315598086512792,0.0602171215632863,0.0955919277800262,0.173328410157339,0.100537159187735,-0.784347749833252,-0.349197493366589,0.290547933066721
"14",-0.200705208458663,0.595412803854567,-0.200880063288992,0.240022424274188,-0.217804665177126,-0.421718097134011,-0.383301383596058,-0.321173475289454,0.17854991123703
"15",0.463641986793131,0.0720691525321684,-0.339842535102381,-0.131461380182653,0.250919953674426,-0.365210993104873,0.504280206301329,-0.361203672110721,-0.25682793917576
"16",-0.02184837110503,0.0260405733529792,0.210748242176636,0.380975138844081,-0.62072102567882,0.0925726706621136,0.354251290825997,-0.537420616665085,-0.0332937213277114
"17",-0.175811493135433,-0.267353811122105,-0.57737767608079,0.0488283905507695,0.0591682033978726,-0.0617040341916348,-0.601978693820653,-0.438099890110244,-0.0156505700298941
