"","V1","V2","V3","V4","V5"
"1",0.399545900699351,0.500811285542485,0.0411015387621319,-0.190821452717452,-0.742596098967544
"2",-0.0557409442941745,-0.649004044215252,0.356822391915011,-0.396138156140365,-0.539850942019373
"3",-0.00810435610099092,-0.337104624525706,-0.595911547538322,0.292913554219512,0.66737236142992
"4",0.810393702114491,0.0258091357033309,-0.436929594227505,0.379128507302162,0.0891630008828684
"5",-0.843087450104775,0.00913603766336504,-0.28373995322608,-0.454785141640532,-0.0422160890882349
"6",-0.168809842567797,-0.0324022181582259,-0.978365917663874,0.115046860882274,0.00420526640318819
"7",0.786262683248638,0.365357304736447,0.242304131232609,0.350177456435073,-0.258784639804305
"8",-0.471291794362757,-0.289562529490304,-0.412123055878793,0.126743736791247,-0.712831114696059
"9",-0.00751696995848669,0.809297875921364,0.550584385960984,-0.139648385469472,0.149451013926128
"10",-0.561665899850858,0.186829066321759,0.265714599560430,-0.73748982784288,-0.187432180616844
"11",-0.067257554016219,0.090362056940309,-0.327978048326099,-0.839952999456158,-0.417397267137769
"12",0.677476133155337,0.242813692147094,-0.543367563068731,0.0128600220731333,-0.432034617997002
"13",-0.271355324033228,-0.525293144091705,0.661626308594267,0.253682306807800,0.385135451338448
"14",-0.236721111376982,-0.231439022698000,-0.922599831054018,-0.00482037651885899,0.1979530497627
"15",-0.460306323894006,-0.597768700370517,0.399161330989082,-0.237038414318349,0.463975959529152
"16",0.283656453648546,-0.339650580996878,-0.464299710114853,0.721538028114588,-0.260739625495991
"17",-0.191559755923410,0.169591927820569,0.326341727832200,-0.360379938421088,0.835566164099392
"18",-0.168264535991089,0.45667368856271,0.643138278772968,0.301703487287516,0.508413560241786
"19",-0.31306335653525,-0.0140143432573783,-0.49027898799995,-0.68630347783396,-0.436358778090579
"20",-0.427935123449235,0.102020213749557,-0.614891592755509,-0.625447028680486,-0.192841254866089
"21",-0.283218922723705,0.170066525759385,0.0261929080162362,-0.229399300186132,0.915179933822373
"22",0.390901147902270,-0.81022714677431,-0.279909480749567,0.318136640536588,0.105678870798515
"23",0.0574390106199777,-0.241113034532583,0.828810861833768,-0.129905756798114,-0.484522769634786
"24",-0.647248263848684,-0.571926567341712,-0.285362354069124,0.0802397960638149,0.407553172630707
"25",-0.119301970974759,0.669033927551622,-0.381630161574011,-0.575775809466756,0.246984373020408
"26",0.286326235935351,0.244562606611110,-0.415264548318177,-0.668356081987023,0.488939587928539
"27",-0.248974677212589,-0.106300545533843,-0.884655624565508,-0.263983308556935,-0.272780209791766
"28",-0.2647904250546,-0.379430591218951,0.707615703233055,0.363037322236823,0.391666154330123
"29",0.386590132390992,0.821084644374212,0.356619736959240,-0.217486839709944,-0.0434731419947218
"30",-0.934812206523998,0.0499374064033844,0.223296966535387,-0.184223944853076,0.199580552294811
"31",0.120245843088098,-0.566646149868712,-0.725321067067158,0.149491596147178,-0.340609292898661
"32",0.907803272422851,0.226675603858146,-0.227051990101759,0.0729726831636875,0.260064935153954
"33",-0.642638167351071,0.506683240970577,-0.119449938506684,-0.225494192777094,0.51494889105402
"34",-0.574359980690907,-0.273203360221873,-0.143235003208665,0.626327832200689,-0.427396440100778
"35",0.306356859886055,0.0307674540763168,0.202318567194047,-0.868726081890184,0.331030255690768
"36",-0.139798905509265,0.653222355681192,0.150041768427855,-0.0832136713901317,0.724099283715668
"37",0.501383165300821,-0.372967581650984,0.0133595904828614,0.469732147958991,0.623444733000696
"38",0.408691351269554,0.445308863286517,0.372401005160945,-0.630966422779583,-0.31284222917597
"39",0.185557791013527,0.241801573873335,-0.754283017817813,-0.0249873460314737,-0.580975960463525
"40",0.0400053426785169,-0.62479102348465,-0.277631863895185,-0.266501123702568,0.678183934302142
"41",-0.59691074673219,0.619059052864376,-0.442422780214896,-0.0872647201949025,-0.238977826708896
"42",-0.513993996099866,-0.512238807214751,0.272852795830638,-0.584053770436406,0.240528836946679
"43",-0.0375341070263779,-0.349202758138135,-0.49805778300103,0.291816163420382,0.737177316578013
"44",-0.296096065048897,0.194222061786853,-0.600458373937528,0.506234283091832,0.507721875408793
"45",0.369159168088898,-0.0507233292641434,0.227363992747306,-0.882523819796166,-0.174945633779932
"46",-0.782910592326598,-0.171234865268464,0.401345666540983,-0.251533468598804,0.365215272767631
"47",-0.764898399724757,-0.468404332744211,-0.362786650134576,-0.241356701684971,0.0752370135029413
"48",0.0304615232430872,0.0980222456326022,-0.154896547849816,0.0441095321250059,-0.981593166033044
"49",-0.644169576023501,0.600298350743194,0.186447056371549,-0.328817127299029,-0.286014404158081
"50",-0.0987747762276107,0.310368088645957,0.165380372399990,0.887364026560651,-0.281335404672695
"51",-0.847688095048472,0.280538284696302,-0.250791750849054,-0.331452576976382,-0.173106473751075
"52",0.0819465926711606,-0.438660973874262,0.844438986206886,-0.247798988704389,0.162418489465451
"53",-0.460472456266502,0.75398330322335,0.338016446512499,0.0500225348253542,0.320494810218528
"54",-0.0416319014224234,-0.100964156647954,-0.469107680134791,0.474269459332459,0.736939270387576
"55",-0.358492800215684,-0.111361913929935,0.220584442111654,0.900202696648877,0.00768408509583944
"56",-0.0120340002381021,0.397331473372426,-0.428982574785919,-0.179332456064129,0.791073134316933
"57",-0.347143666835452,-0.250106607430148,-0.287561643749697,0.701477493042618,0.492113388655943
"58",-0.518814303707421,-0.476342309527076,-0.50706967240751,0.177876063635173,-0.463864393689784
"59",-0.874984722741628,0.172682469666699,0.111127917398074,0.0974101740528497,0.427486074164208
"60",0.149899538684019,-0.144082670729717,-0.564073949885432,-0.0122007752055007,0.799025676960848
"61",-0.666835012765361,0.185842480584786,-0.691037525001717,0.206040052504256,-0.0284301594061456
"62",0.300561508327798,-0.0160771401767038,0.867015316946314,0.372643533792372,-0.137206203134821
"63",0.589554293146179,-0.175060906211472,0.761797763200372,0.200551593144446,-0.0349662840384977
"64",0.807947395990917,-0.310419761440921,-0.08794230576168,0.485820183974661,-0.0842939898130638
"65",0.625426016355162,0.00954059828133266,-0.386995867768295,-0.495121487913976,0.462428573497207
"66",0.554482097160305,0.640244412686175,-0.459429420313161,0.149437702265712,-0.221877616818602
"67",-0.0846086492903713,0.78683598555544,-0.545985730274706,-0.216184655687749,0.169983191174370
"68",0.065992202051215,0.619269847168568,-0.1391479251663,0.341470293119111,0.690062156255008
