"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",0,0,0,0,0,0,0,0
"2",0.0685346871614456,-0.526977009605616,-0.302942452020943,0.590442697983235,-0.206892653834075,7.8270211815834e-05,-0.139370185788721,-0.239541029557586
"3",0.0974326329305768,-0.406295221764594,-0.0295430938713253,-0.431645747739822,0.272939797490835,-0.34702723659575,0.390210716519505,0.490140287671238
"4",-0.0681613967753947,0.205319545697421,0.0390871902927756,-0.549328293185681,-0.0881892661564052,-0.716436374001205,-0.130281467456371,-0.0926677156239748
"5",-0.350922195706517,0.164944440126419,-0.0523168840445578,0.277903084643185,0.467373818624765,0.444683182518929,-0.230411908589303,0.231754172593355
"6",-0.053664137609303,0.210118423216045,-0.608359895646572,0.267988578416407,-0.0442791674286127,-0.488181009422988,0.264104748144746,-0.241369117051363
"7",0.473304411396384,0.244751969352365,-0.286715468391776,0.0688400701619685,-0.229873736854643,-0.255140321329236,0.0351198520511389,-0.419862926471978
"8",0.308314367663115,-0.425262704025954,-0.135496206581593,0.270391616970301,0.221767560578883,-0.137982018291950,-0.433610426727682,-0.523392105475068
"9",-0.0598323112353683,-0.00991204427555203,0.129650947172195,0.117491797544062,0.523719369899482,0.561745464801788,-0.341596654150635,0.096523739863187
"10",0.358296976890415,-0.417364372406155,-0.244941912125796,-0.509856185410172,-0.0248779007233679,0.132321269717067,-0.136056094896048,0.414701400324702
"11",0.109159387648106,-0.439824924338609,0.210088841151446,-0.0912967468611896,-0.342581283766776,0.544920804910362,-0.4156733318232,0.0842157998122275
"12",0.201222139876336,0.298575647175312,-0.42624890152365,0.438078097533435,-0.201250076293945,0.479990245308727,0.218005082104355,0.218293422367424
"13",0.164088194724172,-0.131877584382892,0.173018397297710,-0.468155740294605,0.565692069008946,-0.036988670937717,0.297177643049508,0.0268883756361902
"14",0.0605774158611894,0.180278092622757,-0.0780370030552149,0.0791048281826079,-0.613268920220435,0.176425925921649,-0.213384700007737,0.0288696861825883
"15",0.144836546387523,-0.236450872849673,-0.391926528420299,0.140027615707368,-0.388916856609285,0.292594342958182,0.367055419832468,0.382863667327911
"16",-0.690428875386715,-0.0593900792300701,-0.158633467275649,-0.291615730151534,-0.298607227392495,0.279537500813603,0.303471478167921,0.141818848438561
"17",-0.349323675967753,-0.132131553720683,0.174640997312963,0.112153541762382,-0.317972940858454,-0.57685617916286,0.172069347929209,-0.428376371972263
"18",0.212552641984075,-0.287668596021831,-0.783537896350026,0.254404378123581,-0.0159134417772293,-0.0881560486741364,0.183413477614522,-0.207397450227290
"19",0.699555798899382,-0.00409315340220928,0.0457908459939063,0.297666265163571,0.135900400113314,-0.364888499490917,-0.319882794283330,0.0674137556925416
"20",0.254129472188652,0.457438715733588,-0.102142551448196,-0.604977696202695,0.0741221741773188,-0.278437318746001,0.0406609917990863,-0.354010009206831
"21",0.0871630809269845,0.3878806498833,-0.176655524875969,-0.36421185079962,-0.216643961146474,-0.0984277087263763,-0.508782368153334,-0.455319739412516
"22",-0.0662050698883832,-0.105405323673040,-0.0710052154026926,0.295948832761496,0.448349012061954,0.447561196517199,-0.167341583408415,-0.433289566542953
"23",-0.0281645823270082,-0.0880492301657796,0.204889626707882,0.0422357064671814,0.261705012526363,-0.176944476552308,-0.0185116734355688,0.780846959911287
"24",-0.0341409989632666,0.393619725480676,0.0914889737032354,0.26202356768772,0.0945693496614695,-0.163777674548328,0.251626847311854,0.0437118406407535
"25",-0.409524834249169,-0.114751171786338,0.161873354110867,-0.250001015141606,0.471014976967126,-0.236728180665523,-0.21173713542521,0.411976175382733
"26",0.51665245462209,-0.049921109341085,0.542142254300416,0.149735017213970,-0.206009756773710,0.0408125072717667,-0.384371522814035,-0.282850969117135
"27",-0.216966964304447,0.267988165374845,-0.566131174564362,0.27535129385069,0.585124283563346,-0.139075714163482,-0.0658886921592057,-0.133100256789476
"28",0.0466258628293872,-0.247424792964011,0.303590465802699,0.208120206370950,0.389907415490597,0.174785225186497,0.662075586616993,-0.384479654487222
"29",0.252926196437329,0.744984976015985,-0.0962677760981023,-0.204772644210607,-0.350957316346467,-0.233953530434519,0.191157038789243,0.172503873705864
"30",-0.0137711097486317,0.115963662508875,-0.0199657822959125,0.348906533326954,-0.181324882898480,-0.632836190517992,0.0520344991236925,0.0101890428923070
"31",0.0854802448302507,-0.157846649643034,0.512073364108801,0.319978910963982,0.517447845079005,0.268725332804024,0.168048843275756,-0.213660814333707
"32",-0.0978231239132583,-0.231246902607381,0.434891126584262,-0.291304116602987,0.0248101511970162,0.496307132765651,-0.457744325045496,-0.188314943574369
"33",0.567412714473903,-0.0987801905721426,-0.195731474552304,-0.0929876803420484,0.309483411256224,-0.248259003739804,-0.330302526243031,0.401521982159466
"34",-0.439800850581378,0.554540952201933,-0.0240734936669469,-0.133231154177338,0.0581842544488609,0.397127026692033,0.470240062568337,0.234272909350693
"35",0.430089789442718,0.402463775593787,0.352499021682888,-0.197889310307801,-0.0955378715880215,-0.265506008639932,-0.112587995361537,0.521096044685692
"36",-0.480186096392572,0.276914504356682,-0.0853664949536324,0.0133800776675344,-0.426092436537147,-0.318224462680519,0.467234556563199,0.279154318384826
"37",-0.0726999309845269,-0.00394248822703958,-0.435627737548202,0.00765178492292762,-0.402456785552204,-0.490695096086711,0.337790169753134,-0.415179395582527
"38",0.197397452779114,0.616403485648334,0.0406097308732569,-0.0629139235243201,-0.173175724688917,0.158809532411397,-0.0756719368509948,0.258968061301857
"39",-0.511136058717966,0.112421355210245,-0.329507492948323,-0.508310338016599,-0.00230937218293548,-0.111388858873397,-0.461056439671665,0.113044614437968
"40",0.559825897682458,0.26274640718475,-0.0678563569672406,0.00441705528646708,-0.0138114644214511,0.0767698367126286,-0.549473027698696,-0.240854858420789
"41",-0.157144812867045,-0.435916922520846,-0.10974245890975,0.662696788087487,-0.258076081052423,0.257279640063643,-0.102693826425821,-0.182529483456165
"42",0.118855425622314,0.237648605834693,-0.107284530997276,-0.61782344430685,-0.0336296996101737,-0.069091827608645,0.533631924074143,-0.490430192090571
"43",0.529497471638024,0.138978849630803,0.208147878758609,-0.0487779909744859,-0.145731528755277,-0.300174181815237,0.481196244247258,-0.300641498994082
"44",-0.00098444428294897,-0.265763878356665,-0.0295810764655471,-0.453129467554390,-0.141782791819423,0.389564277138561,-0.156276853755116,-0.128731220029294
"45",0.350796400569379,0.128600640222430,0.50049833394587,-0.230299693532288,-0.205035809893161,-0.098277608398348,0.00544680329039693,-0.193565540481359
"46",0.0720792557112873,0.417181027121842,-0.389572638086975,-0.402179679367691,0.268564091529697,-0.0295715797692537,-0.532227027695626,0.171665115281940
"47",0.173581478651613,0.138139175251126,0.273542643524706,0.0911655998788774,0.0581629904918373,0.710366498678923,-0.511825160589069,-0.0204343562945724
"48",0.272092105820775,-0.0196091011166573,0.568964355159551,0.0660518226213753,0.0214992472901940,0.387149282265455,0.505783048924059,-0.138588204979897
"49",-0.233410160057247,-0.285918380133808,0.108193095307797,0.758381603751332,0.278625908307731,-0.230539747048169,-0.0979706114158034,-0.298577977810055
"50",-0.513226172421128,-0.0336550623178482,0.110747314523906,-0.0213894676417112,-0.204357060138136,0.221397229470313,-0.00788017455488443,0.463012274820358
"51",-0.492618745192885,-0.0906651644036174,0.0454110824503005,-0.592728600371629,0.118133708834648,-0.259589240886271,-0.260580769740045,0.09195650042966
"52",0.490767437964678,0.298424978274852,-0.319594924338162,0.140629406087101,-0.274984187446535,0.0753954509273171,0.428312592674047,0.30618576426059
"53",-0.109548025298864,-0.308053073473275,-0.254476837348193,0.312097534071654,0.676437279675156,-0.198505102191120,0.167718792799860,0.432278506923467
"54",-0.325880376156420,0.314826458692551,0.267432821448892,0.338643601164222,0.251983574591577,-0.424729472026229,-0.494345962069929,-0.289295714814216
"55",0.52711712801829,-0.0436313594691455,0.472364615183324,0.318004194181412,0.081607696134597,-0.285495814401656,-0.269301183521748,0.364541056565940
"56",0.191343574319035,0.147057748865336,0.462547425180674,-0.327592893037945,-0.091846404131502,0.663280317559838,0.126036141999066,-0.376460176426917
"57",0.597628564573824,-0.0236672521568835,0.117764543741941,-0.0188926621340215,0.362263115588576,-0.205541507340968,0.0367519296705723,-0.531536128837615
"58",-0.185755907557905,-0.255841614212841,-0.368071716278791,0.306951190344989,-0.520089839119464,-0.252193808089942,0.0824665604159236,-0.553597721736878
"59",-0.344156892038882,-0.184796959627420,-0.293907731771469,0.00255663879215717,-0.101143253501505,-0.700444175396115,-0.108380212914199,-0.095160593278706
"60",-0.0276742223650217,0.256097693461925,-0.196497199125588,0.366476065013558,-0.316443590912968,-0.220578983891755,0.384530188050121,0.140760095324367
"61",0.113178406376392,-0.180922977160662,-0.360872884280980,0.620446455664933,-0.115272138267756,-0.134275578893721,0.0439564967527986,0.156123542226851
"62",0.207748029846698,-0.0353331379592419,0.236919352319092,-0.40476572746411,0.255683952476829,-0.245539015624672,-0.378818671219051,0.109852908179164
"63",-0.390410128980875,-0.244146696757525,0.391205779742450,0.500943932216614,0.221252450719476,-0.189978168345988,0.401093746069819,0.113098131027073
"64",0.240651323925704,0.38782275095582,-0.179267992731184,0.00425813253968954,-0.0999950896948576,-0.420927971601486,-0.214864183217287,-0.208375179674476
"65",0.300853710621595,-0.286214448045939,-0.0898974011652172,-0.248724028468132,0.599285426083952,0.100076262839139,-0.620694738812745,-0.0122685651294887
"66",-0.353855409659445,-0.617928178980947,0.314028952270746,0.0154281249269843,0.123575483914465,0.143329885322601,0.446163689251989,-0.331997739616781
"67",0.157978568691760,0.0538121787831187,-0.314952095039189,0.303669041022658,-0.336102266330272,-0.175774917937815,0.131838634144515,-0.275010416284204
"68",-0.457445412408561,0.190614359918982,-0.169903071131557,-0.324499479029328,0.117850679438561,0.526068496517837,-0.410966440103948,-0.235386034939438
"69",-0.076398033183068,0.108522043097764,-0.313991385977715,0.0164948427118361,-0.557813866529614,0.217256008647382,0.249055659398437,0.627903442364186
"70",0.317908716853708,0.590395323932171,-0.217913573607802,-0.0506439646705985,-0.264847751241177,0.213850372005254,-0.291838462930173,0.399661515839398
"71",0.573798555880785,0.25678254570812,-0.143547359853983,-0.647894333582371,0.154077851679176,-0.266157432924956,-0.096479358151555,-0.172953847330064
"72",0.705077139660716,0.140926819294691,0.123878072015941,0.430535104125738,-0.409972788766026,0.183635338209569,0.0605630874633789,-0.0703322431072593
"73",0.231794177088886,0.111206841655076,-0.106854673475027,-0.707145669031888,-0.514067438431084,0.125952065456659,-0.249672891106457,0.280186881311238
