"","V1","V2","V3","V4"
"1",0,0,0,0
"2",-0.168775264639407,0.394135865848511,-0.798622437287122,-0.176934451796114
"3",0.01443055504933,-0.120927731040865,-0.782202415168285,0.39701696112752
"4",-0.0811919555999339,-0.287496368866414,-0.126825000625104,-0.782213070895523
"5",-0.512667523231357,-0.5007439032197,-0.059735223185271,-0.537732642143965
"6",0.728242695331573,0.409169364254922,-0.331676543224603,0.118504709564149
"7",0.0462672575376928,-0.919478363357484,0.128649003338069,0.0279801543802023
"8",0.450988437980413,0.274189475458115,0.217810109257698,0.530178045853972
"9",-0.203752079978585,-0.269419940188527,-0.121833304874599,0.0644358638674021
"10",-0.0825150450691581,0.713158478029072,0.449951098766178,-0.116431028582156
"11",-0.338456947822124,0.193723198026419,0.255401155445725,0.530586163047701
"12",-0.210277357138693,-0.943885509856045,-0.119111087638885,0.066120975650847
"13",0.0597008778713644,0.528805109672248,0.59942686278373,0.328188866376877
"14",-0.0678509366698563,-0.600577724166214,-0.160781817045063,0.657996145542711
"15",-0.171294437721372,-0.0755198001861572,-0.499725864268839,-0.4584791646339
"16",0.433702290989459,-0.172532093245536,0.20191184990108,-0.509263875894248
"17",0.0590732437558472,0.272007240913808,-0.380900091957301,0.0647936551831663
"18",-0.360829759854823,-0.318969588261098,-0.268221017438918,0.39319695206359
"19",0.843399693723768,0.447420141659677,-0.114208787214011,0.0396398082375526
"20",-0.485092010814697,-0.789567815605551,-0.238580237608403,-0.0380662647075951
"21",-0.64969842415303,-0.281443986576051,0.0220956364646554,-0.580103822052479
"22",-0.228768781293184,0.328793010674417,0.246094772126526,0.712354738265276
"23",0.532260400243104,-0.0338338310830295,0.600610590539873,0.492342236917466
"24",-0.157064483035356,0.568606826476753,0.516915378626436,0.334315124433488
"25",0.670178095344454,0.534017168916762,0.141930492594838,0.409168969839811
"26",-0.39920364273712,0.36488985363394,0.661022644024342,-0.265015704557300
"27",-0.502366486005485,-0.393082754220814,-0.470392947550863,-0.203641769941896
"28",-0.521675519179553,-0.215071232523769,0.0916509409435093,0.803387138061225
